address,amenities,attraction,num_avg,num_bad,num_excellent,num_good,num_poor,page_link,rating,restaurant,title,total_reviews,walking_grade
"160 W 56th St, New York City, NY 10019-3866","Parking,Free High Speed Internet (WiFi),Free breakfast,Fax / photocopying,Baggage storage,Concierge,24-hour front desk,Dry cleaning,Free internet,Wifi,Public wifi,Internet,Breakfast buffet,Wine / champagne,Vending machine,Newspaper,Non-smoking hotel,Bathrobes,Air conditioning,Desk,Housekeeping,Safe,Refrigerator,Flatscreen TV,Bath / shower,Telephone,Iron,Wake-up service / alarm clock,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites",103,12,2,162,66,7,https://www.tripadvisor.com/Hotel_Review-g60763-d10533358-Reviews-Carnegie_Hotel-New_York_City_New_York.html,4.5,436,Carnegie Hotel,249 reviews,100
"363 W 16th St, New York City, NY 10011-5902","Paid public parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Free breakfast,Bicycle rental,Bicycles available,Babysitting,Pets Allowed ( Dog / Pet Friendly ),Valet parking,Parking,Free internet,Wifi,Internet,Bar / lounge,Restaurant,Breakfast available,Nightclub / DJ,Business Center with Internet Access,Meeting rooms,Fax / photocopying,Massage,Baggage storage,Concierge,Newspaper,Non-smoking hotel,ATM on site,Doorperson,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Shoeshine,Allergy-free room,Bathrobes,Air conditioning,Desk,Fireplace,Coffee / tea maker,Flatscreen TV,Bath / shower,Housekeeping,Room service,Safe,Seating area,Telephone,Iron,Wake-up service / alarm clock,Minibar,DVD / CD player,iPod docking station,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites",74,58,8,489,248,19,https://www.tripadvisor.com/Hotel_Review-g60763-d273530-Reviews-The_Maritime_Hotel-New_York_City_New_York.html,4.5,268,The Maritime Hotel,822 reviews,100
"120 East 31 Street, New York City, NY 10016-6809","Free High Speed Internet (WiFi),Free internet,Wifi,Public wifi,Fax / photocopying,Baggage storage,Non-smoking hotel,24-hour front desk,Internet,Air conditioning,Housekeeping,Safe,Flatscreen TV,Non-smoking rooms",54,291,47,485,866,63,https://www.tripadvisor.com/Hotel_Review-g60763-d126257-Reviews-Hotel_31-New_York_City_New_York.html,4.0,454,Hotel 31,"1,752 reviews",100
"45 E 33rd St, New York City, NY 10016-5336","Valet parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Business Center with Internet Access,Meeting rooms,Baggage storage,Concierge,Paid private parking nearby,Parking,Free internet,Wifi,Public wifi,Internet,Fax / photocopying,Convenience store,Shared lounge / TV area,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Blackout curtains,Soundproof rooms,Desk,Housekeeping,Room service,Coffee / tea maker,Flatscreen TV,Complimentary toiletries,Safe,Telephone,Iron,Hair dryer",75,145,42,791,515,51,https://www.tripadvisor.com/Hotel_Review-g60763-d6510520-Reviews-Hilton_Garden_Inn_New_York_Midtown_Park_Ave-New_York_City_New_York.html,4.5,480,Hilton Garden Inn New York/Midtown Park Ave,"1,544 reviews",100
"130 West 46th Street, New York City, NY 10036-8501","Paid public parking on-site,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Bicycle rental,Pets Allowed ( Dog / Pet Friendly ),Business Center with Internet Access,Conference facilities,Secured parking,Parking,Free internet,Wifi,Paid wifi,Internet,Restaurant,Breakfast in the room,Meeting rooms,Fax / photocopying,Baggage storage,Concierge,Newspaper,Non-smoking hotel,Doorperson,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Air conditioning,Room service,Safe,Telephone,Minibar,Flatscreen TV,Non-smoking rooms,Suites",278,247,57,"2,291",932,118,https://www.tripadvisor.com/Hotel_Review-g60763-d217616-Reviews-Kimpton_Muse_Hotel-New_York_City_New_York.html,4.5,543,Kimpton Muse Hotel,"3,644 reviews",100
"145 E 49th St, New York City, NY 10017-1210","Free High Speed Internet (WiFi),Free breakfast,Bicycle rental,Baggage storage,Concierge,24-hour front desk,Dry cleaning,Laundry service,Free internet,Wifi,Internet,Breakfast buffet,Non-smoking hotel,Air conditioning,Fireplace,Housekeeping,Safe,Kitchenette,Dishwasher,Microwave,Flatscreen TV,Refrigerator,Kitchenware,Non-smoking rooms,Suites,Family rooms",58,80,21,790,461,19,https://www.tripadvisor.com/Hotel_Review-g60763-d80087-Reviews-Best_Western_Plus_Hospitality_House-New_York_City_New_York.html,4.5,497,Best Western Plus Hospitality House,"1,371 reviews",100
"35 E 76th St, New York City, NY 10021-1827","Parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Babysitting,Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Business Center with Internet Access,Free internet,Wifi,Public wifi,Internet,Sauna,Restaurant,Breakfast available,Conference facilities,Banquet room,Meeting rooms,Spa,Concierge,Butler service,24-hour front desk,Dry cleaning,Laundry service,Room service,Safe,Flatscreen TV,Non-smoking rooms,Suites",34,85,52,617,169,47,https://www.tripadvisor.com/Hotel_Review-g60763-d93419-Reviews-The_Carlyle_A_Rosewood_Hotel-New_York_City_New_York.html,4.5,80,"The Carlyle, A Rosewood Hotel",970 reviews,100
"135 W 30th St, New York City, NY 10001-4012","Electric vehicle charging station,Wifi,Fitness Center with Gym / Workout Room,Coffee shop,Taxi service,Conference facilities,Meeting rooms,Baggage storage,Valet parking,Parking,Public wifi,Internet,Restaurant,Breakfast available,Complimentary instant cofffee,Snack bar,Fax / photocopying,Concierge,Convenience store,Newspaper,Non-smoking hotel,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Self-serve laundry,Housekeeping,Safe,Telephone,Refrigerator,Flatscreen TV,Non-smoking rooms,Suites,Family rooms",96,100,13,566,403,24,https://www.tripadvisor.com/Hotel_Review-g60763-d5039880-Reviews-Courtyard_New_York_Manhattan_Chelsea-New_York_City_New_York.html,4.5,489,Courtyard New York Manhattan/Chelsea,"1,106 reviews",100
"Madison Avenue at 77th Street, New York City, NY 10075","Parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Bicycles available,Boating,Babysitting,Books, DVDs, music for children,Free internet,Wifi,Public wifi,Internet,Personal trainer,Restaurant,Breakfast available,Breakfast in the room,Wine / champagne,Bowling,Strollers,Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Taxi service,Business Center with Internet Access,Conference facilities,Banquet room,Meeting rooms,Full body massage,Makeup services,Manicure,Massage,Salon,Baggage storage,Concierge,Currency exchange,Non-smoking hotel,Butler service,Doorperson,Umbrella,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Blackout curtains,Bathrobes,Air conditioning,Dining area,Housekeeping,Minibar,Flatscreen TV,Walk-in shower,Room service,Safe,Seating area,Telephone,Wardrobe / closet,Private bathrooms,Wake-up service / alarm clock,Bath / shower,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites",39,49,14,754,146,25,https://www.tripadvisor.com/Hotel_Review-g60763-d112052-Reviews-The_Mark-New_York_City_New_York.html,4.5,76,The Mark,987 reviews,100
"59 West 44th Street, New York City, NY 10036","Parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Bowling offsite,Tennis court offsite,Babysitting,Pets Allowed ( Dog / Pet Friendly ),Free internet,Wifi,Public wifi,Internet,Restaurant,Breakfast available,Wine / champagne,Car hire,Taxi service,Business Center with Internet Access,Conference facilities,Banquet room,Meeting rooms,Baggage storage,Concierge,Newspaper,Non-smoking hotel,Shared lounge / TV area,Doorperson,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Soundproof rooms,Air conditioning,Housekeeping,Safe,Bottled water,Iron,Flatscreen TV,Non-smoking rooms,Suites",182,253,86,"1,040",781,138,https://www.tripadvisor.com/Hotel_Review-g60763-d93568-Reviews-The_Algonquin_Hotel_Times_Square_Autograph_Collection-New_York_City_New_York.html,4.0,494,"The Algonquin Hotel Times Square, Autograph Collection","2,298 reviews",100
"781 Fifth Avenue At 59th Street, New York City, NY 10022-1092","Paid public parking on-site,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Children Activities (Kid / Family Friendly),Pets Allowed ( Dog / Pet Friendly ),Business Center with Internet Access,Meeting rooms,Parking,Free internet,Wifi,Internet,Restaurant,Snack bar,Fax / photocopying,Massage,Salon,Baggage storage,Concierge,Newspaper,Non-smoking hotel,Shops,Butler service,Doorperson,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Shoeshine,Soundproof rooms,Air conditioning,Housekeeping,Room service,Safe,Kitchenette,Minibar,Flatscreen TV,Iron,Non-smoking rooms,Suites",102,20,5,718,73,9,https://www.tripadvisor.com/Hotel_Review-g60763-d93559-Reviews-The_Sherry_Netherland_Hotel-New_York_City_New_York.html,5.0,274,The Sherry-Netherland Hotel,825 reviews,100
"15 W 56th St, New York City, NY 10019-3902","Valet parking,Free High Speed Internet (WiFi),Coffee shop,Bicycle rental,Squash,Taxi service,Massage,24-hour security,Free internet,Wifi,Public wifi,Internet,Breakfast available,Baggage storage,Concierge,Non-smoking hotel,Doorperson,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Air conditioning,Fireplace,Housekeeping,Room service,Safe,Minibar,Flatscreen TV,Non-smoking rooms,Suites",114,70,18,437,211,26,https://www.tripadvisor.com/Hotel_Review-g60763-d157057-Reviews-Chambers_Hotel-New_York_City_New_York.html,4.5,323,Chambers Hotel,762 reviews,100
"24 E 39th St, New York City, NY 10016-2555","Paid private parking nearby,Free High Speed Internet (WiFi),Bar / lounge,Pets Allowed ( Dog / Pet Friendly ),Business Center with Internet Access,Non-smoking hotel,Dry cleaning,Laundry service,Parking garage,Free internet,Wifi,Internet,Restaurant,Bathrobes,Air conditioning,Safe,Flatscreen TV,Complimentary toiletries,Hair dryer,Non-smoking rooms,Family rooms",77,15,8,172,83,8,https://www.tripadvisor.com/Hotel_Review-g60763-d6582679-Reviews-The_William-New_York_City_New_York.html,4.5,406,The William,286 reviews,100
"85 West Street at Albany Street, New York City, NY 10006","Valet parking,Wifi,Fitness Center with Gym / Workout Room,Bar / lounge,Taxi service,Business Center with Internet Access,Conference facilities,Baggage storage,Parking,Public wifi,Paid wifi,Paid internet,Internet,Restaurant,Breakfast available,Banquet room,Meeting rooms,Fax / photocopying,Concierge,Currency exchange,Newspaper,Non-smoking hotel,ATM on site,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Allergy-free room,Air conditioning,Housekeeping,Safe,Flatscreen TV,Non-smoking rooms,Suites",42,280,48,854,880,75,https://www.tripadvisor.com/Hotel_Review-g60763-d93477-Reviews-New_York_Marriott_Downtown-New_York_City_New_York.html,4.0,183,New York Marriott Downtown,"2,136 reviews",100
"52 Mulberry St, New York City, NY 10013-4315","Paid public parking nearby,Free High Speed Internet (WiFi),Free internet,Free breakfast,Fax / photocopying,Baggage storage,Non-smoking hotel,24-hour front desk,Wifi,Public wifi,Internet,Vending machine,Soundproof rooms,Air conditioning,Desk,Housekeeping,Safe,Coffee / tea maker,Flatscreen TV,Complimentary toiletries,Seating area,Telephone,Iron,Wake-up service / alarm clock,Refrigerator,Hair dryer,Non-smoking rooms,Suites",53,42,12,358,261,19,https://www.tripadvisor.com/Hotel_Review-g60763-d1791248-Reviews-Hotel_Mulberry-New_York_City_New_York.html,4.5,363,Hotel Mulberry,692 reviews,100
"9 S William St, New York City, NY 10004-2412","Free High Speed Internet (WiFi),Free internet,Free breakfast,Business Center with Internet Access,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Wifi,Public wifi,Internet,Breakfast buffet,Air conditioning,Safe,Refrigerator,Flatscreen TV,Non-smoking rooms",65,44,9,264,285,15,https://www.tripadvisor.com/Hotel_Review-g60763-d251906-Reviews-The_Wall_Street_Inn-New_York_City_New_York.html,4.5,284,The Wall Street Inn,617 reviews,100
"2 Lexington Avenue, New York City, NY 10010-5487","Paid private parking on-site,Free High Speed Internet (WiFi),Hot tub,Fitness Center with Gym / Workout Room,Bar / lounge,Entertainment staff,Nightclub / DJ,Pets Allowed ( Dog / Pet Friendly ),Parking,Free internet,Wifi,Public wifi,Internet,Restaurant,Breakfast in the room,Special diet menus,Business Center with Internet Access,Conference facilities,Banquet room,Meeting rooms,Fax / photocopying,Massage,Rooftop terrace,Baggage storage,Concierge,Currency exchange,Gift shop,Newspaper,Non-smoking hotel,24-hour front desk,Express check-in / check-out,Private check-in / check-out,Dry cleaning,Laundry service,Ironing service,Shoeshine,Allergy-free room,Soundproof rooms,Air conditioning,Housekeeping,Room service,Safe,Minibar,Flatscreen TV,Iron,Bridal suite,Non-smoking rooms,Suites",65,134,45,"1,116",297,65,https://www.tripadvisor.com/Hotel_Review-g60763-d571166-Reviews-Gramercy_Park_Hotel-New_York_City_New_York.html,4.5,365,Gramercy Park Hotel,"1,657 reviews",100
"Two East 55th Street, at Fifth Avenue, New York City, NY 10022","Valet parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Airport transportation,Business Center with Internet Access,Conference facilities,Baggage storage,Paid public parking on-site,Parking,Free internet,Wifi,Internet,Restaurant,Breakfast available,Breakfast in the room,Car hire,Taxi service,Banquet room,Meeting rooms,Fax / photocopying,Concierge,Currency exchange,Non-smoking hotel,Butler service,Doorperson,24-hour front desk,Dry cleaning,Laundry service,Air conditioning,Housekeeping,Safe,Laptop safe,Minibar,Flatscreen TV,Non-smoking rooms,Suites",122,65,33,829,136,40,https://www.tripadvisor.com/Hotel_Review-g60763-d93614-Reviews-The_St_Regis_New_York-New_York_City_New_York.html,4.5,379,The St. Regis New York,"1,103 reviews",100
"112 East 11th Street, New York City, NY 10003","Paid public parking nearby,Valet parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Pets Allowed ( Dog / Pet Friendly ),Meeting rooms,Dry cleaning,Free internet,Wifi,Internet,Coffee shop,Restaurant,Complimentary welcome drink,Outdoor dining area,Blackout curtains,Air conditioning,Housekeeping,Safe,Telephone,Cable / satellite TV,Flatscreen TV,Walk-in shower,Wardrobe / closet,Clothes rack,Iron,Laptop safe,Hair dryer,City view,Non-smoking rooms",97,8,6,148,19,6,https://www.tripadvisor.com/Hotel_Review-g60763-d17783246-Reviews-Moxy_NYC_East_Village-New_York_City_New_York.html,4.5,436,Moxy NYC East Village,186 reviews,100
"102 W 57th St, New York City, NY 10019-3302","Valet parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Babysitting,Business Center with Internet Access,Baggage storage,Concierge,24-hour front desk,Paid public parking on-site,Paid private parking nearby,Parking,Free internet,Wifi,Public wifi,Internet,Non-smoking hotel,Dry cleaning,Laundry service,Air conditioning,Safe,Iron,Laptop safe,Minibar,Refrigerator,Flatscreen TV,Non-smoking rooms,Suites",98,139,31,"1,096",429,61,https://www.tripadvisor.com/Hotel_Review-g60763-d1308397-Reviews-West_57th_Street_by_Hilton_Club-New_York_City_New_York.html,4.5,361,West 57th Street by Hilton Club,"1,755 reviews",100
"318 W 22nd St, New York City, NY 10011-2602","Free High Speed Internet (WiFi),Free internet,Free breakfast,Fax / photocopying,Baggage storage,Newspaper,24-hour check-in,24-hour front desk,Wifi,Public wifi,Internet,Non-smoking hotel,Sun terrace,Air conditioning,Safe,Flatscreen TV,Non-smoking rooms,Suites,Family rooms",40,43,10,250,161,15,https://www.tripadvisor.com/Hotel_Review-g60763-d251899-Reviews-Colonial_House_Inn-New_York_City_New_York.html,4.5,237,Colonial House Inn,479 reviews,100
"130 W 44th St, New York City, NY 10036-4011","Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Bicycle rental,Conference facilities,Banquet room,Spa,Free internet,Wifi,Public wifi,Internet,Heated pool,Sauna,Restaurant,Breakfast available,Breakfast in the room,Meeting rooms,Baggage storage,Concierge,Non-smoking hotel,Butler service,Doorperson,24-hour front desk,Dry cleaning,Laundry service,Air conditioning,Fireplace,Housekeeping,Private balcony,Room service,Safe,Minibar,Flatscreen TV,Non-smoking rooms,Suites",265,76,36,"1,037",213,33,https://www.tripadvisor.com/Hotel_Review-g60763-d1641016-Reviews-The_Chatwal_A_Luxury_Collection_Hotel_New_York_City-New_York_City_New_York.html,4.5,552,The Chatwal A Luxury Collection Hotel New York City,"1,395 reviews",100
"55 W 44th St, New York City, NY 10036-6609","Free High Speed Internet (WiFi),Free internet,Bar / lounge,Restaurant,Concierge,Non-smoking hotel,Dry cleaning,Laundry service,Wifi,Public wifi,Internet,Air conditioning,Room service,Safe,Minibar,Refrigerator,Flatscreen TV,Non-smoking rooms,Suites",202,107,53,438,337,57,https://www.tripadvisor.com/Hotel_Review-g60763-d224226-Reviews-City_Club_Hotel-New_York_City_New_York.html,4.0,499,City Club Hotel,992 reviews,100
"301 E 94th St, New York City, NY 10128-4718","Paid private parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Children's television networks,Pets Allowed ( Dog / Pet Friendly ),Fax / photocopying,Baggage storage,Concierge,Parking,Free internet,Wifi,Public wifi,Internet,Newspaper,24-hour front desk,Dry cleaning,Laundry service,Self-serve laundry,Ironing service,Air conditioning,Housekeeping,Private balcony,Safe,Kitchenette,Dishwasher,Microwave,Flatscreen TV,Refrigerator,Kitchenware,Non-smoking rooms,Suites",17,97,29,589,420,39,https://www.tripadvisor.com/Hotel_Review-g60763-d121998-Reviews-The_Marmara_Manhattan-New_York_City_New_York.html,4.5,137,The Marmara Manhattan,"1,174 reviews",100
"431 Broome St, New York City, NY 10013-5920","Free High Speed Internet (WiFi),Coffee shop,Taxi service,Fax / photocopying,24-hour security,Baggage storage,24-hour front desk,Express check-in / check-out,Free internet,Wifi,Internet,Breakfast buffet,Concierge,Gift shop,Newspaper,Non-smoking hotel,Shops,Dry cleaning,Laundry service,Ironing service,Shoeshine,Allergy-free room,Soundproof rooms,Air conditioning,Desk,Housekeeping,Minibar,Flatscreen TV,Complimentary toiletries,Private balcony,Safe,Telephone,VIP room facilities,Iron,Wake-up service / alarm clock,Refrigerator,Hair dryer,Non-smoking rooms,Suites",201,7,8,533,57,11,https://www.tripadvisor.com/Hotel_Review-g60763-d5072714-Reviews-The_Broome-New_York_City_New_York.html,5.0,423,The Broome,616 reviews,100
"144 East 40th Street, New York City, NY 10016-1762","Paid private parking nearby,Free High Speed Internet (WiFi),Vending machine,Fax / photocopying,Baggage storage,Non-smoking hotel,24-hour front desk,Laundry service,Free internet,Wifi,Public wifi,Internet,Air conditioning,Housekeeping,Flatscreen TV,Non-smoking rooms",51,96,26,406,406,18,https://www.tripadvisor.com/Hotel_Review-g60763-d121991-Reviews-Seton_Hotel-New_York_City_New_York.html,4.0,395,Seton Hotel,952 reviews,100
"50 Central Park South, New York City, NY 10019","Paid private parking on-site,Free internet,Fitness Center with Gym / Workout Room,Bar / lounge,Bicycle tours,Bowling offsite,Babysitting,Children's television networks,Secured parking,Parking,Wifi,Public wifi,Paid wifi,Paid internet,Internet,Sauna,Restaurant,Breakfast available,Kids' meals,Walking tours,Board games / puzzles,Pets Allowed ( Dog / Pet Friendly ),Car hire,Taxi service,Business Center with Internet Access,Meeting rooms,Fax / photocopying,Photo copier / fax In business center,Spa,Body wrap,Foot bath,Hand massage,Manicure,Massage,Neck massage,Pedicure,Waxing services,Baggage storage,Concierge,Currency exchange,Executive lounge access,Gift shop,Newspaper,Non-smoking hotel,Butler service,Doorperson,First aid kit,Umbrella,24-hour check-in,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Shoeshine,Blackout curtains,Soundproof rooms,Air conditioning,Desk,Dining area,Minibar,Flatscreen TV,Bath / shower,Bathrobes,Housekeeping,Interconnected rooms available,Room service,Seating area,Separate dining area,Separate living room,Sofa,Telephone,VIP room facilities,Wardrobe / closet,Bottled water,Clothes rack,Iron,Tile / marble floor,Wake-up service / alarm clock,Complimentary toiletries,Hair dryer,City view,Landmark view,Non-smoking rooms,Suites,Family rooms",75,112,34,"1,343",278,46,https://www.tripadvisor.com/Hotel_Review-g60763-d224224-Reviews-The_Ritz_Carlton_New_York_Central_Park-New_York_City_New_York.html,4.5,243,"The Ritz-Carlton New York, Central Park","1,813 reviews",100
"320 Pearl St, New York City, NY 10038-1604","Valet parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Free breakfast,Business Center with Internet Access,Fax / photocopying,Baggage storage,Newspaper,Paid private parking on-site,Paid public parking on-site,Free internet,Wifi,Internet,Breakfast buffet,Non-smoking hotel,ATM on site,24-hour front desk,Laundry service,Air conditioning,Housekeeping,Safe,Flatscreen TV,Non-smoking rooms,Family rooms",28,139,60,626,420,77,https://www.tripadvisor.com/Hotel_Review-g60763-d277882-Reviews-Hampton_Inn_Manhattan_Seaport_Financial_District-New_York_City_New_York.html,4.0,192,Hampton Inn Manhattan-Seaport-Financial District,"1,321 reviews",100
"260 W 40th St, New York City, NY 10018","Parking,Wifi,Fitness Center with Gym / Workout Room,Bar / lounge,Bicycle rental,Children Activities (Kid / Family Friendly),Business Center with Internet Access,Banquet room,Public wifi,Internet,Restaurant,Breakfast available,Rooftop bar,Meeting rooms,Fax / photocopying,Rooftop terrace,Baggage storage,Convenience store,Non-smoking hotel,24-hour front desk,Dry cleaning,Air conditioning,Desk,Housekeeping,Safe,Refrigerator,Flatscreen TV,Complimentary toiletries,Hair dryer,Telephone,Iron,Wake-up service / alarm clock,Non-smoking rooms,Suites,Family rooms",199,40,15,204,100,19,https://www.tripadvisor.com/Hotel_Review-g60763-d12695463-Reviews-AC_Hotel_New_York_Times_Square-New_York_City_New_York.html,4.0,581,AC Hotel New York Times Square,378 reviews,100
"39 Avenue of the Americas, New York City, NY 10013-2201","Valet parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Business Center with Internet Access,Meeting rooms,Baggage storage,Concierge,Paid private parking on-site,Parking,Free internet,Wifi,Internet,Restaurant,Convenience store,Newspaper,Non-smoking hotel,Shops,ATM on site,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Air conditioning,Desk,Housekeeping,Room service,Microwave,Refrigerator,Flatscreen TV,Hair dryer,Safe,Iron,Non-smoking rooms",100,170,43,803,680,57,https://www.tripadvisor.com/Hotel_Review-g60763-d632551-Reviews-Hilton_Garden_Inn_New_York_Tribeca-New_York_City_New_York.html,4.0,217,Hilton Garden Inn New York/Tribeca,"1,753 reviews",100
"80 Columbus Circle at 60th Street, New York City, NY 10023-5800","Parking,Free internet,Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Babysitting,Children Activities (Kid / Family Friendly),Car hire,Wifi,Public wifi,Paid wifi,Internet,Hot tub,Indoor pool,Heated pool,Restaurant,Breakfast available,Business Center with Internet Access,Conference facilities,Banquet room,Meeting rooms,Spa,Facial treatments,Baggage storage,Concierge,Currency exchange,Non-smoking hotel,Butler service,Doorperson,24-hour front desk,Dry cleaning,Laundry service,Air conditioning,Housekeeping,Room service,Safe,Minibar,Flatscreen TV,Non-smoking rooms,Suites",68,130,46,"1,200",329,66,https://www.tripadvisor.com/Hotel_Review-g60763-d281071-Reviews-Mandarin_Oriental_New_York-New_York_City_New_York.html,4.5,228,"Mandarin Oriental, New York","1,771 reviews",100
"33 Peck Slip, New York City, NY 10038-1708","Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Pets Allowed ( Dog / Pet Friendly ),Meeting rooms,Concierge,Non-smoking hotel,24-hour front desk,Free internet,Wifi,Paid internet,Internet,Restaurant,Breakfast available,Breakfast buffet,Doorperson,Dry cleaning,Laundry service,Ironing service,Air conditioning,Housekeeping,Room service,Safe,Minibar,Flatscreen TV,Non-smoking rooms,Suites,Family rooms",21,14,4,82,24,4,https://www.tripadvisor.com/Hotel_Review-g60763-d14920907-Reviews-Mr_C_Seaport-New_York_City_New_York.html,4.5,137,Mr. C Seaport,128 reviews,100
"218 W 35th St, New York City, NY 10001-2562","Parking garage,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Children Activities (Kid / Family Friendly),Business Center with Internet Access,Banquet room,Rooftop terrace,Free internet,Wifi,Paid wifi,Internet,Restaurant,Breakfast available,Breakfast buffet,Outdoor dining area,Special diet menus,Meeting rooms,Baggage storage,Concierge,Gift shop,Non-smoking hotel,Outdoor furniture,ATM on site,Doorperson,First aid kit,Umbrella,24-hour check-in,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Allergy-free room,Blackout curtains,Air conditioning,Desk,Coffee / tea maker,Cable / satellite TV,Electric blanket,Walk-in shower,Housekeeping,Interconnected rooms available,Room service,Safe,Telephone,Wardrobe / closet,Iron,Laptop safe,Tile / marble floor,Wake-up service / alarm clock,Refrigerator,Flatscreen TV,Radio,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites",101,96,41,701,316,25,https://www.tripadvisor.com/Hotel_Review-g60763-d8541913-Reviews-Renaissance_New_York_Midtown_Hotel-New_York_City_New_York.html,4.5,520,Renaissance New York Midtown Hotel,"1,179 reviews",100
"32 Pearl St, New York City, NY 10004-2111","Paid public parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Free breakfast,Business Center with Internet Access,Fax / photocopying,Baggage storage,Concierge,Parking garage,Secured parking,Parking,Free internet,Wifi,Internet,Breakfast buffet,Kid-friendly buffet,Vending machine,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Air conditioning,Safe,Telephone,Iron,Wake-up service / alarm clock,Coffee / tea maker,Flatscreen TV,Bath / shower,Non-smoking rooms",47,83,30,379,255,44,https://www.tripadvisor.com/Hotel_Review-g60763-d3580899-Reviews-Hampton_Inn_Manhattan_Downtown_Financial_District-New_York_City_New_York.html,4.0,202,Hampton Inn Manhattan / Downtown - Financial District,790 reviews,100
"811 7th Avenue 53rd Street, New York City, NY 10019-6002","Paid private parking nearby,Wifi,Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Bicycle rental,Pets Allowed ( Dog / Pet Friendly ),Car hire,Parking,Public wifi,Paid wifi,Paid internet,Internet,Restaurant,Breakfast available,Breakfast buffet,Business Center with Internet Access,Conference facilities,Banquet room,Meeting rooms,Baggage storage,Concierge,Non-smoking hotel,Doorperson,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Air conditioning,Fireplace,Housekeeping,Safe,VIP room facilities,Iron,Minibar,Flatscreen TV,Non-smoking rooms,Suites,Family rooms",161,"2,041",622,"3,865","3,943",815,https://www.tripadvisor.com/Hotel_Review-g60763-d93555-Reviews-Sheraton_New_York_Times_Square_Hotel-New_York_City_New_York.html,4.0,536,Sheraton New York Times Square Hotel,"11,285 reviews",100
"485 7th Avenue, New York City, NY 10018-6804","Parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Nightclub / DJ,Pets Allowed ( Dog / Pet Friendly ),Shuttle bus service,Banquet room,Free internet,Wifi,Public wifi,Internet,Restaurant,Breakfast available,Rooftop bar,Meeting rooms,Rooftop terrace,Baggage storage,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Air conditioning,Housekeeping,Flatscreen TV,Non-smoking rooms,Family rooms",127,198,160,886,483,149,https://www.tripadvisor.com/Hotel_Review-g60763-d12301470-Reviews-Moxy_NYC_Times_Square-New_York_City_New_York.html,4.0,568,Moxy NYC Times Square,"1,874 reviews",100
